,ApplicationDate,CreditAmount,PersonType,ApprovalStatus,ProductType,City,Revenue,Age,CreditScore,Prob_DefaultStatus
823,560,4144,PJ,DENIED,Emprestimo,Springfield,703994.0,22.0,256,0.0
824,435,2712,PJ,DENIED,Emprestimo,Springfield,981633.0,6.0,335,0.0
825,581,9910,PJ,DENIED,CartaoCredito,Smallville,90583.0,7.0,558,0.0
826,413,22759,PJ,DENIED,CartaoCredito,Smallville,1295621.0,14.0,549,0.0
827,388,1086,PJ,DENIED,CartaoCredito,Smallville,72314.0,0.0,446,0.0
828,380,3300,PJ,DENIED,CartaoCredito,Night City,96831.0,0.0,544,0.0
829,277,9108,PJ,DENIED,CartaoCredito,Smallville,240723.0,25.0,641,0.0
830,265,1989,PJ,DENIED,Emprestimo,Night City,557646.0,0.0,240,0.0
831,321,3026,PJ,DENIED,Emprestimo,Smallville,318911.0,13.0,201,0.0
832,368,761,PJ,DENIED,Emprestimo,Smallville,2089131.0,11.0,542,0.0
833,241,8735,PJ,DENIED,CartaoCredito,Night City,768385.0,17.0,448,0.0
834,250,13095,PJ,DENIED,CartaoCredito,Night City,665752.0,16.0,328,0.0
835,470,7991,PJ,DENIED,CartaoCredito,Springfield,519175.0,36.0,611,0.0
836,356,4069,PJ,DENIED,Emprestimo,Smallville,278419.0,1.0,483,0.0
837,292,963,PJ,DENIED,CartaoCredito,Springfield,149159.0,13.0,457,0.0
838,304,1231,PJ,DENIED,Emprestimo,Springfield,46622.0,6.0,379,0.0
840,457,7336,PJ,DENIED,CartaoCredito,Night City,469479.0,15.0,503,0.0
841,250,2536,PJ,DENIED,CartaoCredito,Springfield,232015.0,14.0,578,0.0
842,282,12073,PJ,DENIED,CartaoCredito,Smallville,126904.0,5.0,651,0.0
843,363,178,PJ,DENIED,CartaoCredito,Smallville,252529.0,5.0,660,0.0
844,247,126,PJ,DENIED,CartaoCredito,Night City,471910.0,51.0,552,0.0
845,350,254,PJ,DENIED,CartaoCredito,Smallville,55741.0,7.0,438,0.0
846,530,6448,PJ,DENIED,Emprestimo,Night City,67463.0,24.0,495,0.0
847,535,592,PJ,DENIED,CartaoCredito,Night City,221517.0,13.0,664,0.0
848,483,2116,PJ,DENIED,CartaoCredito,Night City,464560.0,3.0,568,0.0
849,403,4727,PJ,DENIED,CartaoCredito,Springfield,37081.0,6.0,533,0.0
850,325,1625,PJ,DENIED,CartaoCredito,Springfield,147549.0,4.0,415,0.0
851,372,411,PJ,DENIED,CartaoCredito,Smallville,269501.0,6.0,582,0.0
852,265,8996,PJ,DENIED,CartaoCredito,Springfield,11687.0,4.0,308,0.0
853,496,13199,PJ,DENIED,CartaoCredito,Smallville,73799.0,2.0,255,0.0
854,306,4522,PJ,DENIED,CartaoCredito,Smallville,17118.0,7.0,583,0.0
855,538,5422,PJ,DENIED,CartaoCredito,Smallville,101035.0,8.0,232,0.0
856,250,6955,PJ,DENIED,CartaoCredito,Smallville,38864.0,7.0,502,0.0
857,596,4312,PJ,DENIED,CartaoCredito,Night City,861052.0,5.0,624,0.0
858,354,8503,PJ,DENIED,CartaoCredito,Springfield,34235.0,6.0,411,0.0
860,243,2574,PJ,DENIED,Emprestimo,Smallville,439923.0,3.0,534,0.0
861,363,11296,PJ,DENIED,Emprestimo,Night City,7817.0,13.0,512,0.0
862,256,11994,PJ,DENIED,CartaoCredito,Springfield,214162.0,0.0,396,0.0
863,543,5873,PJ,DENIED,CartaoCredito,Smallville,124117.0,8.0,524,0.0
864,567,1021,PJ,DENIED,CartaoCredito,Night City,615705.0,8.0,405,0.0
865,457,1698,PJ,DENIED,Emprestimo,Springfield,199553.0,22.0,266,0.0
866,369,3394,PJ,DENIED,Emprestimo,Springfield,71067.0,9.0,349,0.0
867,592,4533,PJ,DENIED,CartaoCredito,Smallville,504762.0,11.0,413,0.0
868,365,620,PJ,DENIED,CartaoCredito,Smallville,726825.0,1.0,275,0.0
869,385,2108,PJ,DENIED,Emprestimo,Night City,270080.0,5.0,510,0.0
870,572,5374,PJ,DENIED,Emprestimo,Smallville,2061481.0,13.0,537,0.0
871,560,8601,PJ,DENIED,CartaoCredito,Night City,1278195.0,16.0,450,0.0
872,455,54,PJ,DENIED,Emprestimo,Springfield,1018161.0,12.0,616,0.0
873,308,632,PJ,DENIED,Emprestimo,Smallville,198948.0,29.0,328,0.0
874,352,4517,PJ,DENIED,CartaoCredito,Smallville,200491.0,5.0,644,0.0
875,309,165,PJ,DENIED,CartaoCredito,Springfield,141404.0,32.0,286,0.0
876,397,947,PJ,DENIED,CartaoCredito,Springfield,742623.0,2.0,402,0.0
879,363,5888,PJ,DENIED,Emprestimo,Smallville,996027.0,5.0,666,0.0
880,288,8593,PJ,DENIED,CartaoCredito,Springfield,618936.0,1.0,629,0.0
881,398,1989,PJ,DENIED,CartaoCredito,Night City,161480.0,55.0,321,0.0
882,374,631,PJ,DENIED,Emprestimo,Smallville,91857.0,34.0,444,0.0
883,466,166,PJ,DENIED,CartaoCredito,Springfield,581824.0,7.0,512,0.0
884,597,879,PJ,DENIED,CartaoCredito,Smallville,511966.0,4.0,385,0.0
885,279,4744,PJ,DENIED,CartaoCredito,Springfield,1151660.0,3.0,355,0.0
887,548,4732,PJ,DENIED,Emprestimo,Night City,1220238.0,18.0,698,0.0
888,503,1474,PJ,DENIED,CartaoCredito,Smallville,10674.0,3.0,327,0.0
889,571,2192,PJ,DENIED,Emprestimo,Springfield,417014.0,10.0,589,0.0
890,398,214,PJ,DENIED,CartaoCredito,Smallville,455683.0,16.0,692,0.0
892,332,15864,PJ,DENIED,CartaoCredito,Smallville,315561.0,9.0,568,0.0
893,416,5045,PJ,DENIED,Emprestimo,Night City,278619.0,22.0,660,0.0
894,436,6574,PJ,DENIED,Emprestimo,Smallville,1052473.0,18.0,386,0.0
895,576,9296,PJ,DENIED,CartaoCredito,Night City,109882.0,11.0,231,0.0
896,467,1967,PJ,DENIED,CartaoCredito,Night City,165620.0,31.0,483,0.0
897,433,1587,PJ,DENIED,CartaoCredito,Night City,14716.0,14.0,442,0.0
898,242,19165,PJ,DENIED,Emprestimo,Night City,220892.0,6.0,263,0.0
899,481,16870,PJ,DENIED,CartaoCredito,Springfield,11299.0,9.0,247,0.0
900,342,2514,PJ,DENIED,CartaoCredito,Springfield,158810.0,1.0,230,0.0
901,409,6517,PJ,DENIED,CartaoCredito,Smallville,360462.0,24.0,663,0.0
902,295,5560,PJ,DENIED,Emprestimo,Smallville,444802.0,0.0,267,0.0
903,400,14664,PJ,DENIED,CartaoCredito,Night City,138923.0,1.0,627,0.0
904,361,7646,PJ,DENIED,CartaoCredito,Springfield,69797.0,19.0,257,0.0
905,268,5824,PJ,DENIED,CartaoCredito,Smallville,41197.0,2.0,423,0.0
906,411,641,PJ,DENIED,CartaoCredito,Springfield,94316.0,2.0,219,0.0
907,379,1835,PJ,DENIED,CartaoCredito,Night City,840883.0,10.0,401,0.0
908,538,873,PJ,DENIED,CartaoCredito,Smallville,1281381.0,1.0,457,0.0
909,555,528,PJ,DENIED,CartaoCredito,Night City,608437.0,5.0,495,0.0
910,515,84,PJ,DENIED,CartaoCredito,Smallville,119091.0,6.0,488,0.0
911,369,2720,PJ,DENIED,CartaoCredito,Springfield,957387.0,25.0,220,0.0
912,533,145,PJ,DENIED,CartaoCredito,Springfield,2184243.0,6.0,431,0.0
913,250,4376,PJ,DENIED,Emprestimo,Springfield,1011374.0,10.0,683,0.0
914,337,205,PJ,DENIED,CartaoCredito,Springfield,224288.0,0.0,460,0.0
915,237,1610,PJ,DENIED,CartaoCredito,Smallville,800864.0,0.0,426,0.0
916,300,259,PJ,DENIED,Emprestimo,Night City,462068.0,29.0,518,0.0
917,474,1281,PJ,DENIED,CartaoCredito,Smallville,303581.0,34.0,329,0.0
918,384,13325,PJ,DENIED,CartaoCredito,Springfield,86218.0,4.0,665,0.0
919,415,1186,PJ,DENIED,CartaoCredito,Night City,4390.0,0.0,690,0.0
921,425,2918,PJ,DENIED,CartaoCredito,Springfield,221978.0,6.0,270,0.0
922,584,2509,PJ,DENIED,Emprestimo,Smallville,95368.0,4.0,686,0.0
923,415,880,PJ,DENIED,Emprestimo,Springfield,155312.0,0.0,402,0.0
924,556,4243,PJ,DENIED,CartaoCredito,Smallville,1060903.0,27.0,212,0.0
925,423,8185,PJ,DENIED,CartaoCredito,Springfield,15498.0,4.0,634,0.0
926,306,1075,PJ,DENIED,Emprestimo,Night City,226453.0,3.0,676,0.0
927,311,5129,PJ,DENIED,CartaoCredito,Smallville,60928.0,23.0,363,0.0
928,384,10862,PJ,DENIED,Emprestimo,Springfield,1040272.0,8.0,394,0.0
929,514,8745,PJ,DENIED,CartaoCredito,Smallville,340553.0,22.0,492,0.0
930,495,8696,PJ,DENIED,CartaoCredito,Night City,134184.0,5.0,435,0.0
931,311,5563,PJ,DENIED,Emprestimo,Smallville,241309.0,3.0,314,0.0
932,360,849,PJ,DENIED,CartaoCredito,Springfield,671122.0,0.0,297,0.0
933,542,5386,PJ,DENIED,CartaoCredito,Springfield,325066.0,10.0,352,0.0
934,465,4830,PJ,DENIED,CartaoCredito,Smallville,365043.0,10.0,486,0.0
935,498,2648,PJ,DENIED,Emprestimo,Springfield,1442611.0,23.0,347,0.0
936,448,4153,PJ,DENIED,Emprestimo,Smallville,600462.0,7.0,340,0.0
937,313,9505,PJ,DENIED,CartaoCredito,Night City,586721.0,0.0,331,0.0
938,287,205,PJ,DENIED,CartaoCredito,Night City,25940.0,0.0,281,0.0
939,359,11032,PJ,DENIED,Emprestimo,Smallville,46464.0,22.0,453,0.0
940,436,1741,PJ,DENIED,CartaoCredito,Springfield,426461.0,9.0,456,0.0
941,520,1459,PJ,DENIED,Emprestimo,Smallville,888243.0,11.0,220,0.0
942,540,9383,PJ,DENIED,CartaoCredito,Night City,1261222.0,9.0,584,0.0
943,247,1960,PJ,DENIED,Emprestimo,Smallville,400600.0,1.0,673,0.0
944,597,5643,PJ,DENIED,CartaoCredito,Smallville,85640.0,12.0,466,0.0
945,565,4510,PJ,DENIED,Emprestimo,Smallville,395986.0,2.0,603,0.0
946,546,4621,PJ,DENIED,Emprestimo,Smallville,725393.0,0.0,321,0.0
947,575,2802,PJ,DENIED,Emprestimo,Smallville,14370.0,6.0,207,0.0
948,585,1283,PJ,DENIED,CartaoCredito,Smallville,22688.0,11.0,596,0.0
949,375,4909,PJ,DENIED,CartaoCredito,Springfield,215628.0,7.0,619,0.0
950,409,6873,PJ,DENIED,CartaoCredito,Springfield,431193.0,5.0,319,0.0
951,254,702,PJ,DENIED,Emprestimo,Night City,931701.0,8.0,215,0.0
952,300,4657,PJ,DENIED,Emprestimo,Night City,93011.0,18.0,250,0.0
953,537,1496,PJ,DENIED,CartaoCredito,Springfield,115107.0,9.0,663,0.0
954,296,471,PJ,DENIED,CartaoCredito,Smallville,90583.0,2.0,528,0.0
955,265,4593,PJ,DENIED,CartaoCredito,Night City,671561.0,1.0,660,0.0
956,498,2609,PJ,DENIED,Emprestimo,Night City,90583.0,8.0,217,0.0
957,280,1587,PJ,DENIED,CartaoCredito,Smallville,455410.0,6.0,538,0.0
958,389,5421,PJ,DENIED,Emprestimo,Smallville,90583.0,8.0,466,0.0
959,385,723,PJ,DENIED,Emprestimo,Springfield,227582.0,13.0,537,0.0
960,556,8905,PJ,DENIED,CartaoCredito,Smallville,814555.0,5.0,263,0.0
961,368,5246,PJ,DENIED,CartaoCredito,Springfield,888137.0,1.0,514,0.0
962,410,0,PJ,DENIED,Emprestimo,Smallville,243738.0,9.0,373,0.0
963,595,6226,PJ,DENIED,Emprestimo,Smallville,500572.0,20.0,605,0.0
964,254,4671,PJ,DENIED,Emprestimo,Springfield,944023.0,13.0,232,0.0
965,267,1374,PJ,DENIED,Emprestimo,Night City,196393.0,8.0,235,0.0
966,526,1891,PJ,DENIED,CartaoCredito,Smallville,81560.0,8.0,505,0.0
967,525,2936,PJ,DENIED,Emprestimo,Springfield,222422.0,10.0,295,0.0
968,508,3795,PJ,DENIED,CartaoCredito,Night City,5577.0,5.0,344,0.0
969,542,27096,PJ,DENIED,Emprestimo,Smallville,628767.0,3.0,257,0.0
970,560,4370,PJ,DENIED,CartaoCredito,Smallville,627580.0,0.0,382,0.0
971,264,8369,PJ,DENIED,Emprestimo,Night City,272493.0,19.0,236,0.0
972,375,2577,PJ,DENIED,Emprestimo,Night City,1487792.0,1.0,392,0.0
973,583,1893,PJ,DENIED,CartaoCredito,Springfield,1643920.0,3.0,259,0.0
974,272,5911,PJ,DENIED,Emprestimo,Night City,1019650.0,9.0,603,0.0
975,496,6551,PJ,DENIED,CartaoCredito,Smallville,19413.0,25.0,489,0.0
976,402,4800,PJ,DENIED,Emprestimo,Springfield,107710.0,22.0,391,0.0
977,416,9484,PJ,DENIED,CartaoCredito,Springfield,120959.0,2.0,227,0.0
978,349,671,PJ,DENIED,CartaoCredito,Night City,386446.0,4.0,289,0.0
979,399,5077,PJ,DENIED,Emprestimo,Smallville,601052.0,3.0,529,0.0
980,463,11411,PJ,DENIED,CartaoCredito,Springfield,751744.0,2.0,443,0.0
981,551,2269,PJ,DENIED,Emprestimo,Smallville,1273128.0,29.0,422,0.0
982,441,2221,PJ,DENIED,Emprestimo,Night City,26181.0,4.0,577,0.0
983,545,106,PJ,DENIED,CartaoCredito,Night City,1621663.0,1.0,480,0.0
984,249,1897,PJ,DENIED,Emprestimo,Springfield,418750.0,5.0,295,0.0
985,534,6055,PJ,DENIED,CartaoCredito,Springfield,253506.0,2.0,692,0.0
986,392,642,PJ,DENIED,CartaoCredito,Springfield,137735.0,10.0,516,0.0
987,425,2072,PJ,DENIED,CartaoCredito,Smallville,730996.0,4.0,503,0.0
988,435,883,PJ,DENIED,Emprestimo,Springfield,576187.0,14.0,228,0.0
989,477,5366,PJ,DENIED,Emprestimo,Smallville,780876.0,6.0,609,0.0
990,505,2560,PJ,DENIED,Emprestimo,Night City,862836.0,5.0,258,0.0
991,554,10740,PJ,DENIED,Emprestimo,Smallville,787615.0,3.0,467,0.0
992,248,2449,PJ,DENIED,Emprestimo,Smallville,1697407.0,9.0,580,0.0
993,389,2917,PJ,DENIED,CartaoCredito,Night City,274703.0,12.0,577,0.0
994,469,14109,PJ,DENIED,CartaoCredito,Springfield,603604.0,7.0,372,0.0
995,275,3245,PJ,DENIED,CartaoCredito,Springfield,104787.0,5.0,593,0.0
996,546,2063,PJ,DENIED,Emprestimo,Night City,462112.0,22.0,700,0.0
997,538,678,PJ,DENIED,Emprestimo,Smallville,974386.0,12.0,539,0.0
998,476,888,PJ,DENIED,CartaoCredito,Night City,1235485.0,16.0,512,0.0
999,515,10275,PJ,DENIED,CartaoCredito,Smallville,528676.0,6.0,253,0.0
1000,492,2119,PJ,DENIED,Emprestimo,Night City,90583.0,5.0,242,0.0
1001,501,8123,PJ,DENIED,Emprestimo,Night City,209842.0,48.0,428,0.0
1002,437,4172,PJ,DENIED,Emprestimo,Smallville,571740.0,15.0,375,0.0
1003,284,11931,PJ,DENIED,Emprestimo,Smallville,182452.0,17.0,300,0.0
1004,385,1757,PJ,DENIED,Emprestimo,Springfield,25176.0,3.0,347,0.0
1005,247,774,PJ,DENIED,Emprestimo,Night City,1359787.0,12.0,534,0.0
1006,358,14031,PJ,DENIED,CartaoCredito,Springfield,216212.0,8.0,202,0.0
1007,589,1622,PJ,DENIED,Emprestimo,Springfield,868783.0,27.0,629,0.0
1008,454,14141,PJ,DENIED,Emprestimo,Smallville,213918.0,5.0,620,0.0
1009,568,10403,PJ,DENIED,Emprestimo,Smallville,427359.0,4.0,596,0.0
1010,503,17692,PJ,DENIED,Emprestimo,Springfield,1225091.0,12.0,654,0.0
1011,542,975,PJ,DENIED,Emprestimo,Springfield,1306425.0,8.0,661,0.0
1013,276,206,PJ,DENIED,Emprestimo,Smallville,5420.0,48.0,419,0.0
1014,486,2600,PJ,DENIED,Emprestimo,Springfield,105420.0,16.0,624,0.0
1017,425,450,PJ,DENIED,Emprestimo,Springfield,343036.0,5.0,409,0.0
1018,244,8420,PJ,DENIED,CartaoCredito,Night City,1307307.0,14.0,249,0.0
1019,499,709,PJ,DENIED,CartaoCredito,Night City,975858.0,22.0,447,0.0
1020,381,4575,PJ,DENIED,CartaoCredito,Night City,476670.0,17.0,337,0.0
1022,486,8588,PJ,DENIED,CartaoCredito,Night City,724861.0,8.0,317,0.0
1023,402,4434,PJ,DENIED,CartaoCredito,Smallville,210189.0,22.0,644,0.0
1024,438,8042,PJ,DENIED,Emprestimo,Springfield,116709.0,7.0,638,0.0
1025,465,4045,PJ,DENIED,CartaoCredito,Night City,103697.0,17.0,668,0.0
1026,302,4564,PJ,DENIED,CartaoCredito,Night City,788167.0,7.0,550,0.0
1027,290,2673,PJ,DENIED,CartaoCredito,Springfield,200341.0,14.0,680,0.0
1028,394,417,PJ,DENIED,CartaoCredito,Smallville,456005.0,8.0,670,0.0
1029,539,892,PJ,DENIED,CartaoCredito,Springfield,231114.0,21.0,544,0.0
1030,457,1130,PJ,DENIED,Emprestimo,Night City,90583.0,32.0,448,0.0
1031,511,3584,PJ,DENIED,CartaoCredito,Smallville,1970.0,56.0,231,0.0
1032,495,3523,PJ,DENIED,Emprestimo,Night City,147867.0,1.0,420,0.0
1033,532,10520,PJ,DENIED,Emprestimo,Smallville,65032.0,22.0,355,0.0
1034,334,931,PJ,DENIED,Emprestimo,Springfield,375766.0,10.0,597,0.0
1035,514,679,PJ,DENIED,CartaoCredito,Night City,347819.0,6.0,313,0.0
1036,307,22784,PJ,DENIED,CartaoCredito,Smallville,90583.0,41.0,628,0.0
1037,291,4045,PJ,DENIED,CartaoCredito,Springfield,56012.0,16.0,541,0.0
1038,427,2645,PJ,DENIED,CartaoCredito,Smallville,195283.0,0.0,675,0.0
1041,369,378,PJ,DENIED,Emprestimo,Smallville,185799.0,15.0,331,0.0
1042,583,1647,PJ,DENIED,Emprestimo,Night City,678260.0,5.0,668,0.0
1043,526,10370,PJ,DENIED,CartaoCredito,Smallville,191581.0,9.0,402,0.0
1044,519,2549,PJ,DENIED,Emprestimo,Night City,1429957.0,3.0,518,0.0
1045,538,8026,PJ,DENIED,CartaoCredito,Springfield,1092441.0,1.0,520,0.0
1046,555,6563,PJ,DENIED,Emprestimo,Smallville,168858.0,3.0,695,0.0
1047,541,2688,PJ,DENIED,Emprestimo,Springfield,1775573.0,8.0,355,0.0
1048,236,28313,PJ,DENIED,CartaoCredito,Smallville,301810.0,7.0,347,0.0
1049,549,4504,PJ,DENIED,CartaoCredito,Springfield,179847.0,0.0,439,0.0
1050,491,4031,PJ,DENIED,CartaoCredito,Springfield,676290.0,0.0,517,0.0
1051,266,1513,PJ,DENIED,CartaoCredito,Smallville,65715.0,1.0,509,0.0
1052,573,4190,PJ,DENIED,CartaoCredito,Springfield,2214.0,7.0,538,0.0
1053,503,4709,PJ,DENIED,CartaoCredito,Night City,91959.0,3.0,207,0.0
1054,465,3349,PJ,DENIED,Emprestimo,Springfield,1341770.0,6.0,666,0.0
1055,461,2716,PJ,DENIED,Emprestimo,Night City,550303.0,23.0,594,0.0
1056,531,4573,PJ,DENIED,Emprestimo,Smallville,103584.0,31.0,246,0.0
1057,287,1700,PJ,DENIED,Emprestimo,Smallville,672815.0,1.0,669,0.0
1058,359,6633,PJ,DENIED,CartaoCredito,Night City,103316.0,7.0,403,0.0
1059,365,3998,PJ,DENIED,Emprestimo,Springfield,287977.0,0.0,627,0.0
1060,408,3684,PJ,DENIED,CartaoCredito,Springfield,279617.0,23.0,401,0.0
1061,574,11345,PJ,DENIED,Emprestimo,Night City,31729.0,17.0,487,0.0
1062,294,1093,PJ,DENIED,Emprestimo,Smallville,44846.0,5.0,277,0.0
1064,525,4303,PJ,DENIED,Emprestimo,Springfield,166716.0,4.0,267,0.0
1065,378,1107,PJ,DENIED,Emprestimo,Smallville,691246.0,4.0,654,0.0
1066,420,4434,PJ,DENIED,Emprestimo,Springfield,129467.0,10.0,347,0.0
1067,573,5526,PJ,DENIED,CartaoCredito,Night City,819160.0,22.0,542,0.0
1068,488,8014,PJ,DENIED,Emprestimo,Night City,516796.0,10.0,247,0.0
1069,255,13497,PJ,DENIED,Emprestimo,Smallville,482948.0,37.0,623,0.0
1070,405,3067,PJ,DENIED,CartaoCredito,Smallville,1248498.0,6.0,267,0.0
1071,366,252,PJ,DENIED,CartaoCredito,Night City,748529.0,5.0,634,0.0
1072,452,3466,PJ,DENIED,CartaoCredito,Springfield,1774094.0,1.0,519,0.0
1073,541,1366,PJ,DENIED,CartaoCredito,Night City,108288.0,1.0,695,0.0
1074,480,18767,PJ,DENIED,CartaoCredito,Night City,1355699.0,7.0,429,0.0
1075,463,5187,PJ,DENIED,CartaoCredito,Night City,458287.0,17.0,348,0.0
1076,454,1159,PJ,DENIED,CartaoCredito,Springfield,90583.0,31.0,508,0.0
1077,347,2312,PJ,DENIED,CartaoCredito,Smallville,948550.0,3.0,222,0.0
1078,585,2363,PJ,DENIED,Emprestimo,Springfield,880028.0,6.0,357,0.0
1080,303,1906,PJ,DENIED,CartaoCredito,Smallville,73046.0,48.0,213,0.0
1081,565,8273,PJ,DENIED,Emprestimo,Smallville,1261883.0,26.0,411,0.0
1082,335,9733,PJ,DENIED,CartaoCredito,Springfield,47714.0,4.0,393,0.0
1083,310,7233,PJ,DENIED,CartaoCredito,Smallville,24083.0,0.0,203,0.0
1084,382,3472,PJ,DENIED,CartaoCredito,Smallville,108043.0,38.0,402,0.0
1085,472,738,PJ,DENIED,Emprestimo,Springfield,288823.0,1.0,385,0.0
1086,516,8355,PJ,DENIED,CartaoCredito,Springfield,502028.0,5.0,699,0.0
1087,361,14571,PJ,DENIED,CartaoCredito,Smallville,914890.0,22.0,632,0.0
1088,379,1877,PJ,DENIED,CartaoCredito,Springfield,205038.0,16.0,280,0.0
1089,316,706,PJ,DENIED,CartaoCredito,Night City,30471.0,6.0,480,0.0
1090,518,276,PJ,DENIED,Emprestimo,Smallville,435529.0,4.0,452,0.0
1091,332,3226,PJ,DENIED,Emprestimo,Smallville,10645.0,14.0,318,0.0
1092,455,9456,PJ,DENIED,CartaoCredito,Smallville,77663.0,16.0,575,0.0
1093,436,2418,PJ,DENIED,CartaoCredito,Smallville,90583.0,12.0,387,0.0
1094,493,1049,PJ,DENIED,CartaoCredito,Springfield,13889.0,10.0,350,0.0
1095,453,8847,PJ,DENIED,CartaoCredito,Springfield,63125.0,6.0,269,0.0
1096,568,6179,PJ,DENIED,Emprestimo,Springfield,1192584.0,5.0,285,0.0
1097,317,9127,PJ,DENIED,CartaoCredito,Smallville,969727.0,1.0,462,0.0
1098,331,10874,PJ,DENIED,CartaoCredito,Smallville,606376.0,22.0,356,0.0
1099,482,2497,PJ,DENIED,Emprestimo,Smallville,99399.0,18.0,412,0.0
1100,382,750,PJ,DENIED,CartaoCredito,Springfield,166751.0,3.0,693,0.0
1101,239,18603,PJ,DENIED,CartaoCredito,Night City,243944.0,13.0,539,0.0
1102,374,2303,PJ,DENIED,CartaoCredito,Night City,53971.0,22.0,623,0.0
1103,238,2210,PJ,DENIED,Emprestimo,Night City,24180.0,0.0,412,0.0
1104,558,1438,PJ,DENIED,Emprestimo,Smallville,152811.0,10.0,408,0.0
1105,408,3596,PJ,DENIED,CartaoCredito,Night City,766312.0,12.0,314,0.0
1106,504,1935,PJ,DENIED,Emprestimo,Smallville,522941.0,8.0,681,0.0
1107,333,27286,PJ,DENIED,Emprestimo,Springfield,53743.0,3.0,413,0.0
1108,344,12672,PJ,DENIED,Emprestimo,Smallville,3813.0,30.0,386,0.0
1109,495,1,PJ,DENIED,Emprestimo,Springfield,69072.0,0.0,222,0.0
1110,579,6780,PJ,DENIED,Emprestimo,Night City,129747.0,3.0,670,0.0
1111,360,919,PJ,DENIED,Emprestimo,Springfield,140172.0,8.0,231,0.0
1112,284,634,PJ,DENIED,CartaoCredito,Springfield,78918.0,3.0,355,0.0
1113,592,3591,PJ,DENIED,Emprestimo,Night City,690093.0,2.0,491,0.0
1114,283,2145,PJ,DENIED,Emprestimo,Smallville,740459.0,9.0,647,0.0
1115,514,4855,PJ,DENIED,Emprestimo,Night City,172346.0,20.0,251,0.0
1116,508,2937,PJ,DENIED,CartaoCredito,Night City,577298.0,18.0,258,0.0
1117,541,10051,PJ,DENIED,Emprestimo,Smallville,60327.0,6.0,258,0.0
1118,470,7526,PJ,DENIED,Emprestimo,Smallville,239267.0,2.0,395,0.0
1119,242,3301,PJ,DENIED,CartaoCredito,Smallville,1203852.0,7.0,574,0.0
1120,416,21674,PJ,DENIED,Emprestimo,Springfield,36095.0,7.0,398,0.0
1121,303,7024,PJ,DENIED,Emprestimo,Smallville,267394.0,3.0,633,0.0
1122,371,1429,PJ,DENIED,CartaoCredito,Smallville,193172.0,10.0,350,0.0
1123,588,512,PJ,DENIED,CartaoCredito,Springfield,705256.0,1.0,386,0.0
1124,497,2120,PJ,DENIED,CartaoCredito,Springfield,592006.0,16.0,572,0.0
1125,548,10434,PJ,DENIED,Emprestimo,Night City,427214.0,0.0,679,0.0
1126,342,15331,PJ,DENIED,CartaoCredito,Night City,416410.0,22.0,406,0.0
1127,549,1767,PJ,DENIED,CartaoCredito,Night City,127119.0,1.0,661,0.0
1128,236,1770,PJ,DENIED,CartaoCredito,Smallville,840860.0,3.0,460,0.0
1129,243,1931,PJ,DENIED,Emprestimo,Springfield,787750.0,5.0,457,0.0
1130,546,897,PJ,DENIED,CartaoCredito,Night City,90583.0,2.0,385,0.0
1131,483,5038,PJ,DENIED,CartaoCredito,Night City,321570.0,0.0,377,0.0
1132,555,12008,PJ,DENIED,CartaoCredito,Night City,169309.0,9.0,261,0.0
1133,483,1054,PJ,DENIED,Emprestimo,Springfield,237586.0,3.0,596,0.0
1134,278,15556,PJ,DENIED,CartaoCredito,Night City,160194.0,22.0,466,0.0
1135,449,9818,PJ,DENIED,CartaoCredito,Springfield,1447528.0,1.0,356,0.0
1136,259,3585,PJ,DENIED,Emprestimo,Night City,208859.0,1.0,380,0.0
1137,376,1111,PJ,DENIED,CartaoCredito,Night City,49682.0,9.0,672,0.0
1138,348,3932,PJ,DENIED,Emprestimo,Night City,46721.0,3.0,464,0.0
1139,468,871,PJ,DENIED,Emprestimo,Springfield,889312.0,20.0,208,0.0
1140,462,6725,PJ,DENIED,Emprestimo,Springfield,68612.0,22.0,212,0.0
1141,420,847,PJ,DENIED,Emprestimo,Springfield,412044.0,22.0,415,0.0
1142,323,220,PJ,DENIED,CartaoCredito,Springfield,90583.0,6.0,377,0.0
1143,460,1066,PJ,DENIED,Emprestimo,Night City,80229.0,16.0,254,0.0
1144,328,12484,PJ,DENIED,CartaoCredito,Night City,971603.0,3.0,435,0.0
1145,407,4910,PJ,DENIED,CartaoCredito,Night City,481495.0,5.0,534,0.0
1146,280,8258,PJ,DENIED,Emprestimo,Springfield,3080206.0,0.0,356,0.0
1147,409,2038,PJ,DENIED,CartaoCredito,Night City,207227.0,8.0,672,0.0
1148,583,2200,PJ,DENIED,Emprestimo,Smallville,168393.0,1.0,323,0.0
1149,236,804,PJ,DENIED,Emprestimo,Night City,77862.0,24.0,221,0.0
1150,395,709,PJ,DENIED,CartaoCredito,Night City,363073.0,6.0,627,0.0
1151,493,5147,PJ,DENIED,CartaoCredito,Night City,50577.0,2.0,636,0.0
1152,454,4593,PJ,DENIED,Emprestimo,Night City,1469971.0,2.0,521,0.0
1153,297,2251,PJ,DENIED,CartaoCredito,Springfield,698117.0,5.0,240,0.0
1154,431,8686,PJ,DENIED,Emprestimo,Night City,2018899.0,47.0,565,0.0
1155,375,3165,PJ,DENIED,CartaoCredito,Night City,629875.0,1.0,614,0.0
1156,579,8071,PJ,DENIED,CartaoCredito,Night City,372412.0,1.0,457,0.0
