CustomerID,ApplicationDate,CreditAmount,PersonType,ApprovalStatus,ProductType,City,PersonIncome,PersonAge,CompanyRevenue,CompanyAge,EconomicActivity,CreditScore,DefaultStatus
489512,2023-04-14,5701,PF,APPROVED,Emprestimo,Night City,272532,66,NaN,NaN,null,858,0
103715,2023-09-30,375,PF,DENIED,Emprestimo,Night City,10188,30,NaN,NaN,null,658,NaN
222896,2023-06-13,156,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,1063611,4,Agriculture,391,NaN
60176,2023-07-14,1490,PF,DENIED,CartaoCredito,Smallville,113521,61,NaN,NaN,null,385,NaN
285508,2023-04-23,3105,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,47774,8,Agriculture,235,NaN
117865,2023-10-22,10135,PJ,DENIED,Emprestimo,Night City,NaN,NaN,285524,NaN,Others,666,NaN
339548,2023-06-20,6495,PF,DENIED,CartaoCredito,null,36509,26,NaN,NaN,null,286,NaN
78114,2023-10-31,6788,PF,APPROVED,CartaoCredito,Springfield,15604,37,NaN,NaN,null,827,0
476270,2023-05-14,2771,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,915024,11,HealthCare,722,0
139268,2023-12-11,2123,PF,DENIED,CartaoCredito,Smallville,48417,46,NaN,NaN,null,628,NaN
433393,2023-12-25,2318,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,71349,2,null,566,0
74573,2023-06-18,21970,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,1298470,1,Marketing,602,NaN
37440,2023-04-13,205,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,40094,4,Education,376,NaN
31268,2023-05-20,10088,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,614322,11,HealthCare,589,0
86992,2023-07-11,4322,PF,APPROVED,Emprestimo,Night City,18864,46,NaN,NaN,null,691,0
415566,2023-12-18,2887,PF,APPROVED,CartaoCredito,Smallville,101079,70,NaN,NaN,null,542,0
161278,2023-10-25,6460,PF,APPROVED,CartaoCredito,Smallville,24659,43,NaN,NaN,null,787,0
311975,2023-10-19,3334,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,27438,5,Agriculture,691,NaN
392670,2023-02-20,10335,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,307382,23,Education,746,0
432140,2023-04-02,11548,PF,DENIED,CartaoCredito,Smallville,53237,48,NaN,NaN,null,216,NaN
298429,2023-08-22,2738,PF,APPROVED,CartaoCredito,Springfield,56807,57,NaN,NaN,null,897,0
482971,2023-11-15,1621,PF,DENIED,CartaoCredito,Springfield,14789,44,NaN,NaN,null,364,NaN
151316,2023-07-21,4487,PF,DENIED,CartaoCredito,Smallville,55675,34,NaN,NaN,null,688,NaN
230243,2023-02-07,12173,PF,APPROVED,Emprestimo,Smallville,25527,23,NaN,NaN,null,586,1
65198,2023-11-04,1183,PF,APPROVED,CartaoCredito,Smallville,121480,51,NaN,NaN,null,525,1
245733,2023-11-06,4877,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,129905,18,Others,292,NaN
361066,2023-04-14,4992,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,35865,7,null,655,0
159432,2023-10-05,6605,PF,DENIED,CartaoCredito,Springfield,3914,48,NaN,NaN,null,245,NaN
366862,2023-04-10,705,PF,APPROVED,CartaoCredito,Springfield,24475,NaN,NaN,NaN,null,815,0
211031,2023-11-26,6291,PF,APPROVED,Emprestimo,Springfield,8530,33,NaN,NaN,null,506,1
494234,2023-02-23,11986,PF,DENIED,Emprestimo,Smallville,93763,49,NaN,NaN,null,632,NaN
142736,2023-06-09,990,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,41629,4,Agriculture,589,0
262392,2023-12-11,1356,PF,DENIED,CartaoCredito,Springfield,NaN,30,NaN,NaN,null,400,NaN
283106,2023-03-22,17771,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,1329613,5,Others,564,NaN
258891,2023-06-14,998,PF,DENIED,Emprestimo,Smallville,21399,22,NaN,NaN,null,298,NaN
229512,2023-05-08,9634,PF,APPROVED,Emprestimo,Springfield,167400,31,NaN,NaN,null,527,0
42175,2023-01-10,3389,PF,DENIED,Emprestimo,Night City,7827,34,NaN,NaN,null,656,NaN
313544,2023-01-20,1420,PF,APPROVED,Emprestimo,Night City,41152,61,NaN,NaN,null,810,1
20899,2023-07-02,10230,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,460303,3,HealthCare,678,NaN
466314,2023-03-27,2947,PF,DENIED,Emprestimo,Smallville,354761,22,NaN,NaN,null,641,NaN
226508,2023-12-29,3616,PF,APPROVED,CartaoCredito,Springfield,17301,67,NaN,NaN,null,761,0
385108,2023-05-17,2225,PF,DENIED,Emprestimo,Springfield,2948,46,NaN,NaN,null,639,NaN
168990,2023-01-11,4494,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,27506,4,Others,697,NaN
316520,2023-12-05,893,PF,APPROVED,CartaoCredito,Night City,20281,35,NaN,NaN,null,829,0
131265,2023-11-02,2480,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,24723,8,Marketing,548,0
13561,2023-08-25,17436,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,55452,0,HealthCare,717,0
47882,2023-10-16,1493,PJ,DENIED,Emprestimo,Night City,NaN,NaN,274741,12,Marketing,580,NaN
120023,2023-02-20,5346,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,100887,8,Marketing,680,1
353527,2023-04-15,1967,PF,APPROVED,CartaoCredito,Smallville,38976,70,NaN,NaN,null,820,0
438284,2023-10-30,7424,PF,DENIED,CartaoCredito,Springfield,NaN,54,NaN,NaN,null,591,NaN
451159,2023-09-11,701,PF,APPROVED,Emprestimo,Night City,180630,35,NaN,NaN,null,891,1
301570,2023-02-20,17503,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,5247,1,Education,300,NaN
307822,2023-09-14,3024,PF,DENIED,Emprestimo,Springfield,73305,40,NaN,NaN,null,492,NaN
498486,2023-06-13,1346,PF,DENIED,Emprestimo,Smallville,38138,70,NaN,NaN,null,652,NaN
10877,2023-01-02,382,PF,APPROVED,Emprestimo,Night City,5624,34,NaN,NaN,null,900,1
400955,2023-01-29,930,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,NaN,3,Others,512,NaN
352470,2023-04-04,3667,PF,DENIED,CartaoCredito,Springfield,8496,67,NaN,NaN,null,686,NaN
430662,2023-10-31,2055,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,225822,2,Marketing,369,NaN
141302,2023-07-19,8827,PF,APPROVED,Emprestimo,Night City,61979,50,NaN,NaN,null,688,1
302120,2023-09-22,2818,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,206404,17,Agriculture,531,NaN
21093,2023-07-12,1430,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,412278,3,Education,560,0
400089,2023-02-10,4800,PF,DENIED,CartaoCredito,Smallville,74430,61,NaN,NaN,null,424,NaN
396503,2023-04-15,6134,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,1034844,10,Marketing,650,0
91851,2023-04-20,914,PF,DENIED,Emprestimo,Smallville,39901,58,NaN,NaN,null,648,NaN
246678,2023-01-18,917,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,NaN,4,Others,397,NaN
272087,2023-06-02,187,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,500249,9,Others,709,0
341579,2023-10-16,6667,PF,DENIED,Emprestimo,Night City,NaN,23,NaN,NaN,null,608,NaN
231856,2023-06-16,5450,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,NaN,6,Education,696,1
480286,2023-02-10,3218,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,895434,3,Marketing,426,NaN
145835,2023-11-26,9295,PF,APPROVED,Emprestimo,Night City,131964,33,NaN,NaN,null,501,0
95153,2023-08-06,8191,PF,APPROVED,CartaoCredito,Smallville,64082,53,NaN,NaN,null,682,0
306882,2023-01-06,4402,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,766408,2,HealthCare,781,0
228530,2023-07-07,10135,PJ,DENIED,CartaoCredito,null,NaN,NaN,96431,4,Others,388,NaN
332811,2023-03-30,1152,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,601868,3,Agriculture,859,0
426899,2023-02-22,593,PF,DENIED,Emprestimo,Smallville,68365,33,NaN,NaN,null,550,NaN
257806,2023-06-06,1572,PF,DENIED,Emprestimo,Smallville,20281,31,NaN,NaN,null,492,NaN
47838,2023-08-12,294,PF,APPROVED,CartaoCredito,Smallville,2279,50,NaN,NaN,null,705,0
246421,2023-03-29,3788,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,503221,11,Agriculture,718,0
182432,2023-06-01,13792,PF,DENIED,CartaoCredito,Springfield,92333,34,NaN,NaN,null,354,NaN
214093,2023-08-30,201,PF,DENIED,CartaoCredito,Springfield,99045,53,NaN,NaN,null,373,NaN
174750,2023-02-01,651,PF,APPROVED,Emprestimo,Night City,90626,64,NaN,NaN,null,762,0
168327,2023-12-21,3009,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,327820,19,Education,802,0
351343,2023-01-25,13581,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,2121708,16,Others,446,NaN
54841,2023-07-11,1900,PF,APPROVED,Emprestimo,Smallville,48073,23,NaN,NaN,null,855,0
449700,2023-07-04,3539,PF,DENIED,Emprestimo,Night City,55564,38,NaN,NaN,null,699,NaN
84319,2023-12-26,212,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,168052,17,Others,396,NaN
172913,2023-07-21,803,PF,APPROVED,Emprestimo,Springfield,59487,51,NaN,NaN,null,512,0
215821,2023-05-23,21574,PF,APPROVED,Emprestimo,Smallville,45189,26,NaN,NaN,null,663,0
363685,2023-06-21,16779,PF,APPROVED,CartaoCredito,Smallville,42325,46,NaN,NaN,null,574,1
259769,2023-08-20,25,PF,APPROVED,Emprestimo,Night City,54887,34,NaN,NaN,null,517,1
151110,2023-12-24,15163,PF,APPROVED,Emprestimo,Night City,46737,37,NaN,NaN,null,877,0
347385,2023-04-03,5096,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,938442,4,Others,798,1
495554,2023-01-06,10122,PF,DENIED,CartaoCredito,Springfield,104239,68,NaN,NaN,null,370,NaN
209953,2023-10-15,3032,PJ,DENIED,Emprestimo,null,NaN,NaN,332630,8,HealthCare,517,NaN
426543,2023-05-06,3624,PF,DENIED,CartaoCredito,Night City,68724,29,NaN,NaN,null,530,NaN
398721,2023-09-24,3355,PF,DENIED,CartaoCredito,Springfield,NaN,65,NaN,NaN,null,431,NaN
288410,2023-08-17,5496,PF,APPROVED,CartaoCredito,Smallville,54583,22,NaN,NaN,null,561,0
19240,2023-10-08,752,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,50415,19,Education,219,NaN
238460,2023-09-25,152,PF,APPROVED,Emprestimo,Smallville,988,52,NaN,NaN,null,892,0
46169,2023-05-02,1840,PF,DENIED,Emprestimo,Springfield,195302,62,NaN,NaN,null,323,NaN
164898,2023-01-17,6098,PF,APPROVED,Emprestimo,Smallville,2006,69,NaN,NaN,null,549,0
132330,2023-07-18,1127,PF,APPROVED,CartaoCredito,Night City,1072,30,NaN,NaN,null,813,0
169489,2023-10-24,5596,PF,APPROVED,Emprestimo,Springfield,97942,26,NaN,NaN,null,797,0
60777,2023-03-05,17518,PJ,DENIED,Emprestimo,Night City,NaN,NaN,370252,0,Education,525,NaN
405038,2023-10-11,493,PF,DENIED,CartaoCredito,Springfield,6092,20,NaN,NaN,null,643,NaN
211905,2023-06-19,5583,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,790532,11,Others,776,0
453463,2023-09-11,2933,PF,APPROVED,Emprestimo,null,56227,56,NaN,NaN,null,577,1
269797,2023-08-18,10130,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,20743,29,HealthCare,859,0
432500,2023-10-23,975,PJ,DENIED,Emprestimo,Night City,NaN,NaN,29552,2,Agriculture,314,NaN
604,2023-01-23,5898,PF,APPROVED,CartaoCredito,Springfield,33283,33,NaN,NaN,null,604,0
344804,2023-10-10,9104,PF,APPROVED,CartaoCredito,Springfield,16796,60,NaN,NaN,null,546,0
455799,2023-06-16,14467,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,888567,9,Marketing,632,0
284476,2023-04-17,5748,PF,APPROVED,Emprestimo,Springfield,67556,26,NaN,NaN,null,779,0
242209,2023-01-16,3438,PF,APPROVED,CartaoCredito,null,49281,68,NaN,NaN,null,569,0
216661,2023-03-14,4810,PF,DENIED,Emprestimo,Night City,114891,70,NaN,NaN,null,310,NaN
28419,2023-01-16,10159,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,442872,4,Agriculture,315,NaN
98348,2023-12-06,4227,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,933349,6,Education,784,0
271812,2023-07-07,154,PF,APPROVED,Emprestimo,Springfield,105969,31,NaN,NaN,null,566,0
189677,2023-12-27,13365,PF,APPROVED,CartaoCredito,Night City,23923,28,NaN,NaN,null,525,0
326440,2023-07-17,5848,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,112538,NaN,HealthCare,507,0
396595,2023-04-03,5643,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,1020559,1,HealthCare,587,0
261354,2023-10-02,1215,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,1573508,NaN,Others,613,NaN
327895,2023-03-11,5378,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,880665,6,HealthCare,616,NaN
231757,2023-05-10,2503,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,17439,4,Agriculture,751,0
398454,2023-10-12,5267,PF,DENIED,Emprestimo,Smallville,39253,32,NaN,NaN,null,492,NaN
27060,2023-11-12,564,PF,APPROVED,CartaoCredito,Smallville,6699,25,NaN,NaN,null,500,0
106724,2023-05-01,5362,PF,DENIED,CartaoCredito,Springfield,109852,67,NaN,NaN,null,498,NaN
140015,2023-02-15,37209,PF,DENIED,Emprestimo,Smallville,86765,64,NaN,NaN,null,262,NaN
287950,2023-05-14,247,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,1280673,4,Agriculture,227,NaN
68689,2023-11-20,18899,PJ,DENIED,Emprestimo,Night City,NaN,NaN,443059,22,HealthCare,290,NaN
486368,2023-09-28,2612,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,681738,4,Agriculture,863,0
151011,2023-11-22,10230,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,304426,11,HealthCare,315,NaN
229700,2023-05-21,7625,PF,APPROVED,CartaoCredito,Smallville,22268,57,NaN,NaN,null,576,0
461818,2023-12-21,4185,PF,DENIED,CartaoCredito,Smallville,1516,63,NaN,NaN,null,550,NaN
366085,2023-06-30,6706,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,539968,2,Agriculture,671,0
254129,2023-07-01,10540,PF,APPROVED,CartaoCredito,Springfield,99221,24,NaN,NaN,null,639,0
63663,2023-12-03,2589,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,1343856,12,Education,530,0
15136,2023-07-09,1980,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,1333406,1,Education,690,0
330314,2023-10-19,5507,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,422644,NaN,Marketing,813,0
319225,2023-09-22,8247,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,742472,7,Education,547,0
419071,2023-01-29,7183,PF,APPROVED,Emprestimo,Night City,49954,24,NaN,NaN,null,560,1
125461,2023-08-08,7993,PF,APPROVED,CartaoCredito,Smallville,62077,64,NaN,NaN,null,622,0
372131,2023-10-27,2860,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,NaN,6,Agriculture,677,NaN
83036,2023-07-18,8514,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,1051282,13,Others,848,0
162923,2023-04-27,640,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,684198,54,Education,343,NaN
288799,2023-01-30,3932,PF,APPROVED,Emprestimo,Springfield,83865,59,NaN,NaN,null,616,1
7170,2023-08-29,29,PF,DENIED,Emprestimo,Smallville,64120,53,NaN,NaN,null,459,NaN
289539,2023-04-22,1962,PJ,DENIED,Emprestimo,Night City,NaN,NaN,210594,15,Others,354,NaN
213905,2023-08-08,2282,PF,DENIED,CartaoCredito,Night City,104331,34,NaN,NaN,null,408,NaN
48869,2023-06-05,2522,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,972084,15,Others,519,NaN
117808,2023-09-09,5945,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,557519,10,HealthCare,295,NaN
441139,2023-05-08,2460,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,738482,6,Others,359,NaN
478639,2023-01-16,2977,PF,DENIED,CartaoCredito,Smallville,237514,59,NaN,NaN,null,222,NaN
59487,2023-11-13,1356,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,27821,6,Agriculture,495,NaN
241932,2023-05-09,2336,PF,DENIED,CartaoCredito,Smallville,49880,44,NaN,NaN,null,252,NaN
496533,2023-12-30,1289,PF,APPROVED,Emprestimo,Smallville,20102,62,NaN,NaN,null,786,0
61587,2023-04-10,380,PF,APPROVED,CartaoCredito,Springfield,7642,70,NaN,NaN,null,649,0
339587,2023-12-23,4625,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,397599,20,Others,361,NaN
436283,2023-12-12,5516,PF,APPROVED,CartaoCredito,Springfield,101211,59,NaN,NaN,null,836,0
80726,2023-01-28,4831,PF,APPROVED,Emprestimo,Smallville,28821,27,NaN,NaN,null,763,1
261293,2023-08-21,3113,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,1674944,2,Marketing,503,NaN
488979,2023-05-13,2388,PF,DENIED,Emprestimo,Night City,134792,42,NaN,NaN,null,275,NaN
375707,2023-10-19,9951,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,217440,74,HealthCare,833,0
153020,2023-09-05,3660,PF,DENIED,Emprestimo,Springfield,72683,NaN,NaN,NaN,null,262,NaN
266796,2023-12-13,3262,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,517599,11,HealthCare,273,NaN
369839,2023-02-21,130,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,644465,7,Education,297,NaN
143354,2023-08-10,2087,PF,DENIED,Emprestimo,Smallville,96357,NaN,NaN,NaN,null,513,NaN
217837,2023-10-12,2392,PF,DENIED,CartaoCredito,Night City,57464,53,NaN,NaN,null,243,NaN
437636,2023-01-13,2544,PF,DENIED,Emprestimo,Night City,5487,43,NaN,NaN,null,267,NaN
252969,2023-01-25,4340,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,688162,3,null,773,0
247580,2023-10-11,3814,PF,APPROVED,CartaoCredito,Smallville,95947,67,NaN,NaN,null,620,0
127786,2023-05-14,4681,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,354914,10,Marketing,469,NaN
239488,2023-05-20,7238,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,143266,1,HealthCare,634,0
289022,2023-07-26,8383,PF,DENIED,Emprestimo,Springfield,82293,68,NaN,NaN,null,636,NaN
75835,2023-08-09,6331,PF,DENIED,CartaoCredito,Night City,NaN,49,NaN,NaN,null,591,NaN
201110,2023-09-05,15564,PF,APPROVED,Emprestimo,Smallville,75163,64,NaN,NaN,null,534,0
99935,2023-12-12,92,PF,DENIED,Emprestimo,Smallville,18743,32,NaN,NaN,null,267,NaN
483325,2023-05-16,1089,PF,DENIED,CartaoCredito,Smallville,35855,58,NaN,NaN,null,316,NaN
314247,2023-10-05,38,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,555610,13,Others,685,NaN
266465,2023-07-28,5213,PF,APPROVED,Emprestimo,Springfield,8778,42,NaN,NaN,null,677,0
391273,2023-07-12,11415,PJ,DENIED,Emprestimo,Night City,NaN,NaN,54612,2,Education,443,NaN
461021,2023-05-25,1395,PJ,DENIED,Emprestimo,Night City,NaN,NaN,878173,11,Education,656,NaN
71570,2023-08-25,13089,PJ,APPROVED,CartaoCredito,null,NaN,NaN,324442,1,Agriculture,809,0
452999,2023-04-01,311,PF,DENIED,CartaoCredito,Springfield,6421,NaN,NaN,NaN,null,685,NaN
36601,2023-02-11,13624,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,139654,5,Others,311,NaN
144834,2023-09-25,2166,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,213899,2,Marketing,558,0
405105,2023-07-01,535,PF,DENIED,CartaoCredito,Springfield,60875,56,NaN,NaN,null,278,NaN
414191,2023-05-21,3326,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,399797,3,Education,820,0
447959,2023-07-24,1484,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,357387,15,HealthCare,304,NaN
217550,2023-04-06,1676,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,135243,3,Others,274,NaN
178193,2023-04-05,1836,PF,APPROVED,Emprestimo,Smallville,59679,31,NaN,NaN,null,673,0
489816,2023-06-12,8123,PJ,DENIED,Emprestimo,null,NaN,NaN,1445407,3,Education,223,NaN
412991,2023-12-29,3874,PF,DENIED,Emprestimo,Springfield,80355,50,NaN,NaN,null,514,NaN
266201,2023-04-14,1865,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,248216,22,Marketing,832,0
140076,2023-11-30,4712,PF,APPROVED,CartaoCredito,Night City,190369,39,NaN,NaN,null,546,0
430205,2023-06-28,6297,PF,APPROVED,CartaoCredito,null,28880,45,NaN,NaN,null,735,0
1345,2023-02-14,1592,PF,APPROVED,CartaoCredito,Springfield,37727,18,NaN,NaN,null,657,1
148290,2023-11-07,2668,PF,APPROVED,Emprestimo,null,1118,35,NaN,NaN,null,597,0
380660,2023-06-14,650,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,1040091,13,Marketing,330,NaN
156530,2023-11-24,999,PF,DENIED,CartaoCredito,Smallville,44275,62,NaN,NaN,null,642,NaN
439079,2023-06-12,5715,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,206461,33,Education,757,0
307725,2023-02-01,1001,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,369876,5,Others,524,0
304047,2023-09-06,3724,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,737700,3,Agriculture,724,0
346000,2023-11-04,6173,PF,DENIED,CartaoCredito,Night City,680,63,NaN,NaN,null,627,NaN
256713,2023-04-27,565,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,607542,4,Education,254,NaN
453646,2023-05-07,4189,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,1132245,8,Others,808,0
77907,2023-01-24,1482,PF,APPROVED,CartaoCredito,Smallville,8878,40,NaN,NaN,null,735,1
234120,2023-07-17,16474,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,833807,10,Others,769,0
282372,2023-11-21,3304,PF,DENIED,Emprestimo,Smallville,10828,65,NaN,NaN,null,663,NaN
253935,2023-11-06,8199,PF,APPROVED,CartaoCredito,Springfield,76980,22,NaN,NaN,null,563,1
180945,2023-09-17,3995,PF,APPROVED,CartaoCredito,Night City,41822,70,NaN,NaN,null,657,0
174295,2023-12-04,222,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,349090,NaN,Others,742,1
289364,2023-08-21,5014,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,306442,1,Marketing,653,0
399965,2023-10-16,15121,PF,DENIED,Emprestimo,null,77129,19,NaN,NaN,null,614,NaN
284914,2023-07-05,4602,PF,DENIED,Emprestimo,null,151605,NaN,NaN,NaN,null,478,NaN
197767,2023-02-14,8552,PF,DENIED,Emprestimo,Smallville,531,50,NaN,NaN,null,579,NaN
238732,2023-03-15,10780,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,827672,0,Marketing,681,NaN
489084,2023-02-20,1294,PJ,DENIED,Emprestimo,Night City,NaN,NaN,194859,1,HealthCare,210,NaN
168705,2023-10-15,1192,PF,APPROVED,Emprestimo,Springfield,NaN,60,NaN,NaN,null,532,0
455922,2023-01-10,4721,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,1233079,NaN,null,276,NaN
98909,2023-07-21,2647,PF,APPROVED,CartaoCredito,Smallville,49028,24,NaN,NaN,null,811,0
365691,2023-05-15,9159,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,495875,8,Education,566,0
125203,2023-10-20,11514,PF,APPROVED,CartaoCredito,Springfield,82322,NaN,NaN,NaN,null,752,1
299787,2023-07-20,2180,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,631430,10,Education,641,NaN
200788,2023-08-11,1352,PF,DENIED,CartaoCredito,Night City,59477,NaN,NaN,NaN,null,457,NaN
122454,2023-02-01,7583,PF,APPROVED,Emprestimo,Springfield,84980,69,NaN,NaN,null,646,0
448798,2023-04-23,1607,PF,APPROVED,Emprestimo,Night City,2586,62,NaN,NaN,null,727,1
406609,2023-12-30,8647,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,143120,19,Agriculture,425,NaN
215365,2023-09-19,2756,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,272281,1,Agriculture,375,NaN
22884,2023-07-11,5506,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,306902,11,Agriculture,595,0
166817,2023-10-07,502,PJ,DENIED,Emprestimo,Night City,NaN,NaN,1004241,53,Others,669,NaN
390440,2023-10-27,4889,PF,DENIED,Emprestimo,Night City,53917,NaN,NaN,NaN,null,280,NaN
247976,2023-01-27,3005,PF,APPROVED,Emprestimo,Night City,82167,28,NaN,NaN,null,606,1
369743,2023-12-20,4417,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,190151,11,HealthCare,757,0
478901,2023-08-22,920,PJ,DENIED,Emprestimo,Night City,NaN,NaN,438406,2,Agriculture,320,NaN
425412,2023-06-13,6676,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,417033,17,HealthCare,474,NaN
199875,2023-09-05,9931,PJ,DENIED,CartaoCredito,null,NaN,NaN,394794,7,Agriculture,238,NaN
202417,2023-05-06,1221,PJ,DENIED,Emprestimo,null,NaN,NaN,1521377,3,Education,333,NaN
347965,2023-11-16,503,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,590264,4,HealthCare,255,NaN
415443,2023-10-12,120,PJ,DENIED,CartaoCredito,null,NaN,NaN,51371,13,Others,200,NaN
430309,2023-08-21,5136,PF,DENIED,CartaoCredito,Smallville,34453,25,NaN,NaN,null,644,NaN
341846,2023-03-08,4671,PF,APPROVED,CartaoCredito,Smallville,93215,19,NaN,NaN,null,691,0
79747,2023-12-18,3956,PF,APPROVED,Emprestimo,null,36051,33,NaN,NaN,null,511,0
259695,2023-06-07,1319,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,856290,5,Education,469,NaN
19409,2023-11-28,2479,PF,APPROVED,Emprestimo,Springfield,246948,34,NaN,NaN,null,556,0
66190,2023-01-21,4513,PF,DENIED,Emprestimo,Night City,16241,59,NaN,NaN,null,334,NaN
263346,2023-02-15,3434,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,981181,1,Education,263,NaN
309425,2023-02-25,22026,PJ,DENIED,Emprestimo,Night City,NaN,NaN,667382,3,HealthCare,582,NaN
174061,2023-03-01,733,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,216114,4,HealthCare,594,NaN
455974,2023-04-28,5940,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,445134,25,Marketing,682,0
52620,2023-09-16,2590,PF,DENIED,CartaoCredito,Night City,59940,NaN,NaN,NaN,null,211,NaN
458328,2023-05-06,2795,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,24527,23,Marketing,774,0
